31;4037.00;9.80;1138.00;big
31;4056.00;10.50;1237.00;big
32;1025.00;9.50;518.00;big
32;1250.00;9.50;243.00;big
33;360.00;9.60;1987.00;big
33;618.00;9.65;2001.00;big
34;1465.00;9.50;1150.00;big
34;1547.00;9.60;1094.00;big
35;1734.00;11.80;303.00;big
35;1893.00;9.60;479.00;big
36;2052.00;12.98;2157.00;big
36;2268.00;17.00;2291.00;big
37;3224.00;9.60;1958.00;big
37;3180.00;9.80;1915.00;big
38;3132.00;10.20;1801.00;small
38;3123.00;9.70;1858.00;small
39;3210.00;9.80;1858.00;big
39;3200.00;10.00;1796.00;big
40;3668.00;9.90;1899.00;big
40;3570.00;9.80;1971.00;big
40;3664.00;10.07;1977.00;big
40;3561.00;9.82;1905.00;big
41;2783.00;11.70;1643.00;big
41;2791.00;11.88;1601.00;big
41;2828.00;11.15;1640.00;big
42;2710.00;9.50;1692.00;small
42;2744.00;9.50;1715.00;small
43;2661.00;9.50;1790.00;big
43;2618.00;9.50;1935.00;big
44;2446.00;9.50;2164.00;big
44;2247.00;9.50;2088.00;big
45;2886.00;9.50;2199.00;big
45;2658.00;9.50;2193.00;big
46;3476.00;9.50;2199.00;big
46;3195.00;9.50;2280.00;big
47;2538.00;9.50;1528.00;big
47;2596.00;9.50;1629.00;big
48;2536.00;9.50;1343.00;big
48;2624.00;9.50;1462.00;big
49;2314.00;9.50;1915.00;big
49;2433.00;9.50;1764.00;big
50;1801.00;9.60;2038.00;big
50;2084.00;9.50;1862.00;big
51;2236.00;9.50;1681.00;big
51;2273.00;9.50;1545.00;big
52;1367.00;9.50;1369.00;big
52;1335.00;9.50;1272.00;big
53;1611.00;9.50;1255.00;big
53;1855.00;9.50;1175.00;big
54;1790.00;9.50;1628.00;big
54;1709.00;9.50;1552.00;big
55;1873.00;9.50;1642.00;big
55;1882.00;9.50;1746.00;big
56;2068.00;9.50;1596.00;big
56;2043.00;9.50;1436.00;big
57;1889.00;9.50;1373.00;big
57;1802.00;9.60;1470.00;big
58;2250.00;9.50;1348.00;big
58;2390.00;9.50;1432.00;big
59;2050.00;9.50;1234.00;big
59;2061.00;9.50;1037.00;big
60;3865.00;9.50;1036.00;big
60;3793.00;9.50;832.00;big
61;2263.00;9.50;1016.00;big
61;2448.00;9.50;1144.00;big
62;2883.00;9.50;732.00;big
62;2704.00;9.50;901.00;big
63;1660.00;9.50;65.00;big
63;1885.00;9.50;275.00;big
64;2069.00;9.50;210.00;big
64;2344.00;9.50;299.00;big
65;3020.00;9.50;505.00;big
65;3283.00;9.50;304.00;big
66;2197.00;9.50;519.00;big
66;2440.00;9.50;781.00;big
67;2728.00;9.50;426.00;big
67;2855.00;9.50;182.00;big
68;2804.00;9.50;1547.00;big
68;2883.00;9.50;1600.00;big
69;3239.00;9.50;1495.00;big
69;3328.00;9.60;1515.00;big
70;3629.00;9.50;1625.00;big
70;3587.00;9.50;1660.00;big
71;4277.00;9.50;890.00;big
71;4110.00;9.50;873.00;big
72;4362.00;9.50;1050.00;big
72;4488.00;9.50;970.00;big
73;4424.00;9.50;1065.00;big
73;4425.00;9.50;1106.00;big
74;4219.00;9.50;254.00;big
74;4197.00;9.50;576.00;big
75;4545.00;9.50;1079.00;big
75;4647.00;9.50;1221.00;big
76;4707.00;9.60;1331.00;big
76;4832.00;9.50;1409.00;big
77;4727.00;9.50;1479.00;big
77;4738.00;9.50;1572.00;big
78;4884.00;9.50;1098.00;big
78;4893.00;9.50;1239.00;big
79;5021.00;9.50;1749.00;big
79;4922.00;9.50;1604.00;big
80;4703.00;9.50;1107.00;big
80;4717.00;9.50;1024.00;big
81;5112.00;9.50;747.00;big
81;5250.00;9.50;686.00;big
82;5011.00;9.50;803.00;big
82;4972.00;9.50;723.00;big
83;5295.00;9.50;843.00;big
83;5429.00;9.50;724.00;big
84;5189.00;9.50;916.00;big
84;5034.00;9.50;1050.00;big
85;3628.00;9.50;510.00;big
85;3882.00;9.50;539.00;big
86;5260.00;9.50;400.00;big
86;5453.00;9.50;306.00;big
87;5109.00;9.50;1796.00;big
87;5235.00;9.50;1947.00;big
88;122.00;9.50;1982.00;big
88;5479.00;9.50;1954.00;big
89;904.00;9.50;1431.00;big
89;833.00;9.50;1588.00;big
90;5073.00;9.50;1576.00;big
90;4957.00;9.50;1471.00;big
91;4896.00;9.50;861.00;big
91;4808.00;9.50;836.00;big
92;4748.00;9.50;775.00;big
92;4642.00;9.50;720.00;big
93;4693.00;9.60;916.00;big
93;4789.00;9.50;934.00;big
94;5142.00;9.50;1223.00;big
94;5026.00;9.50;1348.00;big
95;5491.00;9.50;1466.00;big
95;49.00;9.50;1468.00;big
96;5571.00;9.50;1689.00;big
96;5394.00;9.50;1742.00;big
97;5462.00;9.50;1048.00;big
97;79.00;9.50;996.00;big
98;4771.00;9.50;138.00;big
98;4895.00;9.50;353.00;big
99;4474.00;9.50;714.00;big
99;4553.00;9.50;213.00;big
100;3376.00;9.50;1357.00;big
100;3545.00;9.50;1148.00;big
101;4118.00;9.50;1118.00;big
101;4266.00;9.50;1157.00;big
102;3604.00;9.50;1009.00;big
102;3510.00;9.50;839.00;big
103;3469.00;9.50;683.00;big
103;3392.00;9.50;580.00;big
104;3860.00;9.50;1263.00;big
104;3746.00;9.50;1186.00;big
105;271.00;9.50;1310.00;big
105;470.00;9.50;1338.00;big
106;1059.00;9.50;1316.00;big
106;1288.00;9.50;1172.00;big
107;1444.00;9.50;1081.00;big
107;1520.00;9.50;1009.00;big
108;1569.00;9.50;381.00;big
108;1615.00;9.50;606.00;big
109;1454.00;9.50;884.00;big
109;1513.00;9.50;747.00;big
110;1205.00;9.50;1005.00;big
110;1181.00;9.50;815.00;big
111;881.00;9.50;1226.00;big
111;693.00;9.50;1255.00;big
112;657.00;9.50;212.00;big
112;267.00;9.50;178.00;big
113;681.00;9.50;539.00;big
113;672.00;9.50;780.00;big
114;619.00;9.50;1732.00;big
114;760.00;9.50;1701.00;big
115;766.00;9.50;1492.00;big
115;633.00;9.50;1509.00;big
116;3554.00;13.85;1557.00;big
116;3687.00;11.30;1523.00;big
116;3583.00;10.25;1470.00;big
116;3726.00;15.68;1411.00;big
117;1592.00;10.07;1586.00;big
117;1511.00;9.68;1470.00;big
118;924.00;11.03;1701.00;big
118;927.00;9.60;1554.00;big
119;1296.00;10.00;1476.00;big
119;1174.00;13.00;1491.00;big
120;1103.00;12.90;1705.00;big
120;1248.00;11.70;1624.00;big
121;1571.00;9.70;1710.00;big
121;1746.00;9.70;1854.00;big
122;1196.00;9.60;1895.00;big
122;916.00;11.63;1841.00;big
123;1196.00;10.55;1268.00;big
123;1252.00;13.55;1283.00;big
124;1741.00;9.60;1088.00;big
124;1632.00;12.03;1001.00;big
125;2073.00;10.80;637.00;big
125;2187.00;10.53;836.00;big
126;3166.00;9.80;1454.00;big
126;2961.00;11.00;1535.00;big
126;2956.00;9.60;1492.00;big
126;3095.00;9.70;1440.00;big
126;3023.00;9.60;1476.00;big
126;2887.00;10.55;1527.00;big
126;2827.00;12.73;1494.00;big
127;2790.00;11.10;1442.00;big
127;2662.00;10.35;1250.00;big
127;3070.00;11.50;1275.00;big
127;2982.00;11.10;1425.00;big
127;2897.00;10.60;1204.00;big
127;3173.00;9.80;1397.00;big
128;3287.00;10.20;1425.00;big
128;3328.00;9.63;1333.00;big
128;3339.00;10.68;1214.00;big
129;3303.00;11.93;1584.00;big
129;3433.00;10.38;1590.00;big
130;3296.00;9.80;1787.00;big
130;3369.00;9.70;1759.00;big
131;3283.00;9.88;1861.00;big
131;3346.00;10.00;1878.00;big
132;3339.00;9.60;2074.00;big
132;3323.00;9.60;1958.00;big
133;3412.00;9.90;1835.00;big
133;3488.00;9.80;1876.00;big
133;3442.00;9.80;1920.00;big
134;3491.00;13.85;1652.00;small
134;3543.00;9.65;1617.00;small
135;3530.00;9.60;1702.00;big
135;3451.00;9.70;1714.00;big
136;3773.00;9.60;1674.00;big
136;3733.00;10.10;1752.00;big
136;4013.00;10.50;1697.00;big
136;3883.00;10.68;1604.00;big
136;3775.00;9.90;1581.00;big
136;3905.00;10.50;1845.00;big
136;3803.00;9.90;1870.00;big
136;3855.00;10.63;1760.00;big
136;4051.00;12.00;1768.00;big
136;3932.00;10.40;1618.00;big
136;3698.00;9.78;1635.00;big
137;3641.00;9.85;1832.00;big
137;3629.00;9.60;1757.00;big
137;3493.00;9.70;1786.00;big
137;3556.00;9.68;1812.00;big
138;3717.00;10.53;1832.00;big
138;3726.00;10.35;1956.00;big
138;3721.00;10.55;1913.00;big
138;3730.00;11.43;1878.00;big
138;3751.00;10.03;1827.00;big
139;3151.00;12.00;491.00;big
139;3083.00;13.78;609.00;big
139;3260.00;12.13;531.00;big
140;2745.00;9.82;1192.00;big
140;2964.00;10.90;1102.00;big
140;2831.00;10.13;1093.00;big
140;2675.00;10.98;1093.00;big
140;2608.00;9.60;1175.00;big
141;4180.00;10.00;1342.00;big
141;4252.00;9.60;1343.00;big
142;4475.00;9.60;1159.00;big
142;4420.00;9.70;1240.00;big
143;4630.00;9.60;1562.00;big
143;4653.00;12.65;1642.00;big
144;4506.00;12.48;1529.00;big
144;4374.00;12.70;1615.00;big
145;4080.00;12.10;1604.00;big
145;4191.00;11.98;1677.00;big
146;4124.00;22.33;1439.00;big
146;4214.00;21.65;1447.00;big
146;4026.00;20.65;1505.00;big
147;4047.00;9.70;2077.00;big
147;4424.00;10.80;2161.00;big
148;4941.00;10.45;1749.00;big
148;4843.00;10.03;1834.00;big
149;4931.00;9.95;2026.00;big
149;4536.00;9.50;1910.00;big
150;3477.00;9.70;2029.00;big
150;3393.00;9.80;2074.00;big
150;3555.00;9.73;2131.00;big
150;3749.00;10.73;2038.00;big
150;3620.00;9.90;2054.00;big
150;3745.00;9.80;2186.00;big
150;3409.00;9.60;1998.00;big
150;3510.00;9.95;1980.00;big
151;4155.00;10.07;1837.00;big
151;4054.00;9.80;1926.00;big
151;4157.00;10.13;1913.00;big
151;4405.00;10.30;2000.00;big
151;4268.00;10.13;1928.00;big
151;4083.00;9.70;1846.00;big
151;4209.00;9.80;2017.00;big
152;4595.00;11.85;1749.00;big
152;4342.00;15.75;1704.00;big
152;4256.00;11.07;1786.00;big
152;4556.00;11.78;1703.00;big
152;4453.00;13.20;1701.00;big
152;4488.00;13.13;1751.00;big
152;4342.00;14.95;1824.00;big
153;4064.00;9.82;1360.00;big
153;3959.00;9.82;1326.00;big
154;4897.00;9.60;1497.00;big
154;5005.00;9.88;1569.00;big
155;4751.00;9.60;1645.00;big
155;4816.00;9.82;1719.00;big
156;4950.00;9.60;459.00;big
156;4681.00;10.50;477.00;big
157;5567.00;9.60;347.00;big
157;5486.00;9.60;246.00;big
158;4560.00;9.60;848.00;big
158;4712.00;9.60;830.00;big
158;4767.00;9.60;820.00;big
158;4501.00;9.60;856.00;big
158;4635.00;9.60;832.00;big
159;4576.00;9.73;942.00;big
159;4639.00;9.68;1015.00;big
160;4762.00;9.60;1089.00;big
160;4714.00;9.60;1199.00;big
161;2469.00;9.60;2127.00;small
161;2545.00;12.13;2118.00;small
162;3801.00;12.18;1475.00;big
162;3897.00;17.48;1521.00;big
163;1939.00;10.00;1021.00;big
163;1833.00;10.20;796.00;big
164;4622.00;9.60;1482.00;big
164;4659.00;9.75;1406.00;big
165;4564.00;11.50;1353.00;big
165;4467.00;12.78;1350.00;big
166;1525.00;9.50;1982.00;big
166;1437.00;9.50;2068.00;big
167;5106.00;9.82;848.00;big
167;4981.00;16.25;907.00;big
168;3088.00;9.50;1638.00;big
168;3046.00;9.50;1665.00;big
169;3029.00;9.50;1600.00;big
169;2959.00;9.60;1624.00;big
170;1469.00;9.50;1365.00;big
170;1607.00;9.50;1382.00;big
171;388.00;9.50;1948.00;big
171;826.00;9.60;1800.00;big
172;495.00;9.50;981.00;big
172;305.00;9.50;1034.00;big
173;2910.00;9.50;1920.00;big
173;2894.00;9.50;1984.00;big
174;2892.00;9.50;2011.00;big
174;2963.00;9.50;2181.00;big
175;710.00;9.50;975.00;big
175;881.00;9.50;843.00;big
176;419.00;9.50;1670.00;big
176;169.00;9.50;1694.00;big
177;5238.00;9.50;1636.00;big
177;5208.00;9.50;1472.00;big
178;5595.00;9.60;690.00;big
178;128.00;9.50;743.00;big
179;333.00;9.50;795.00;big
179;434.00;9.50;592.00;big
180;127.00;9.50;1175.00;big
180;5604.00;9.50;1247.00;big
181;3545.00;9.78;706.00;big
181;3544.00;11.78;610.00;big
182;2729.00;12.20;1486.00;big
182;2663.00;10.35;1411.00;big
183;3105.00;10.70;1138.00;big
183;3262.00;11.40;1027.00;big
184;3068.00;10.40;986.00;big
184;3128.00;12.18;821.00;big
185;3369.00;13.88;844.00;big
185;3307.00;12.38;696.00;big
186;4797.00;10.88;1602.00;big
186;4820.00;9.93;1543.00;big
187;4439.00;9.60;925.00;big
187;4373.00;10.15;981.00;big
188;4413.00;9.85;1018.00;big
188;4373.00;9.60;1089.00;big
189;4317.00;9.63;1234.00;big
189;4330.00;12.18;1316.00;big
190;3873.00;9.60;1385.00;big
190;3942.00;10.00;1463.00;big
191;3057.00;9.50;2176.00;big
191;3197.00;9.65;2241.00;big
192;3114.00;10.07;2139.00;big
192;3046.00;9.90;2055.00;big
193;4805.00;10.40;713.00;big
193;4899.00;10.35;749.00;big
194;5122.00;10.00;430.00;big
194;5109.00;10.00;645.00;big
195;4674.00;10.75;573.00;big
195;4940.00;10.00;578.00;big
196;3455.00;12.10;1386.00;big
196;3580.00;10.50;1263.00;big
197;1767.00;9.70;1716.00;big
197;1662.00;9.88;1664.00;big
198;1408.00;9.75;1508.00;big
198;1439.00;9.78;1636.00;big
199;1010.00;13.93;1624.00;big
199;1058.00;14.03;1526.00;big
200;4405.00;18.68;1516.00;big
200;4293.00;21.83;1499.00;big
201;1751.00;16.65;675.00;big
201;1630.00;16.73;813.00;big
202;3225.00;9.50;1571.00;big
202;3198.00;9.60;1522.00;big
203;3732.00;9.50;1344.00;big
203;3619.00;9.50;1378.00;big
204;1181.00;13.88;1365.00;big
204;1065.00;9.70;1422.00;big
205;1325.00;9.93;1218.00;big
205;1406.00;9.88;1223.00;big
206;3101.00;9.50;1894.00;big
206;3057.00;9.50;1897.00;big
207;2985.00;9.50;1897.00;big
207;2971.00;9.50;1962.00;big
208;2794.00;9.60;1742.00;big
208;2816.00;9.95;1766.00;big
209;2737.00;11.60;1636.00;big
209;2694.00;11.35;1636.00;big
210;2767.00;11.32;1575.00;big
210;2711.00;10.60;1576.00;big
